Number,Sentence
396,그녀/NP 는/JX 안방__02/NNG (으)로/JKB_DIR 달아나/VV 아/EC 버리/VX 었/EP 다/EF
397,갑자기/MAG 머리__01/NNG (으)로/JKB_DIR 피__02/NNG 가/JKS 몰리__01/VV 기/ETN 시작__01/NNG 하/XSV 았/EP 다/EF
398,발길/NNG 은/JX 어느새/MAG 지하철/NNG 역__14/NNG (으)로/JKB_DIR 들어서/VV ᆫ다/EF
399,첫째/NR 는/JX 얼른/MAG 이편/NP (으)로/JKB_DIR 오/VV 았/EP 다/EF
400,어느/MM 쪽__05/NNB (으)로/JKB_DIR 가/VV 아야/EC 구기스/NNG 이/VCP 에요/EF
401,그/NP 는/JX 이재필/NNP 에게/JKB (으)로/JKB_DIR 돌아서/VV 었/EP 다/EF
402,뒤__01/NNG (으)로/JKB_DIR 돌/VV 앗/EF
403,사내아이/NNG 하나/NR 가/JKS 침대__02/NNG 앞/NNG (으)로/JKB_DIR 맨/MM 먼저/MAG 다가서/VV ᆫ다/EF
404,집__01/NNG (으)로/JKB_DIR 돌아오/VV 아/EF
405,아주머니/NNG 는/JX 다음__01/NNG 초가집/NNG (으)로/JKB_DIR 들어가__01/VV ᄇ니다/EF
406,아저씨/NNG 도/JX 교사__09/NNG 휴양원/NNG (으)로/JKB_DIR 가/VV 는/ETM 길__01/NNG 이/VCP ᄇ니까/EF
407,그/NP 는/JX 얼른/MAG 뒷문/NNG 편__04/NNG (으)로/JKB_DIR 몸__01/NNG 을/JKO 피하/VV 았/EP 다/EF
408,어디/NP (으)로/JKB_DIR 가/VV ᆯ까/EF
409,나/NP 는/JX 시골/NNG (으)로/JKB_DIR 가/VV 겠/EP 네/EF
410,뒤__01/NNG (으)로/JKB_DIR 물러나/VV 고/EC 있/VX 다/EF
411,저/NP 는/JX 이쪽/NP (으)로/JKB_DIR 출근/NNG 하/XSV ᆫ/ETM 지__02/NNB 사흘/NNG 되__01/VV 었/EP 어요/EF
412,오히려/MAG 안__01/NNG (으)로/JKB_DIR 움직임/NNG 을/JKO 끌어들이/VV 고/EC 있/VX 다/EF
413,그녀/NP 가/JKS 규혁/NNP 쪽__05/NNB (으)로/JKB_DIR 고개__01/NNG 를/JKO 돌리__04/VV 었/EP 다/EF
414,그날/NNG 은/JX 여느/MM 때__01/NNG 보다/JKB 일찍이/MAG 십리포구/NNP (으)로/JKB_DIR 나가/VV 았/EP 다/EF
415,두/MM 사람/NNG 의/JKG 청년/NNG 은/JX 출구__01/NNG 쪽__05/NNB (으)로/JKB_DIR 가/VV 았/EP 다/EF
416,그래서/MAJ 어슷세기/NNG 바이어스/NNG 방향__01/NNG (으)로/JKB_DIR 하/VV 아야/EC 하/VX ᆫ다/EF
417,내/NP 가/JKS 밖/NNG (으)로/JKB_DIR 나오/VV 자/EC 니나/NNP 가/JKS 말__01/NNG 하/XSV 았/EP 다/EF
418,웃음/NNG 은/JX 아이__01/NNG 들/XSN 세계__02/NNG (으)로/JKB_DIR 들어가__01/VV 는/ETM 관문__06/NNG 이/VCP ᄇ니다/EF
419,동승__02/NNG 이/JKS 청년/NNG 에게/JKB (으)로/JKB_DIR 뛰어가/VV 았/EP 다/EF
420,문안__01/NNG (으)로/JKB_DIR 들어서/VV ᆫ/ETM 이성계/NNP 가/JKS
421,그/NP 는/JX 얼른/MAG 벽__06/NNG 쪽__05/NNB (으)로/JKB_DIR 시선__03/NNG 을/JKO 돌리__04/VV 었/EP 다/EF
422,아내__01/NNG 가/JKS 서만득/NNP 씨/NNB 턱__01/NNG 밑__01/NNG (으)로/JKB_DIR 신문__10/NNG 을/JKO 들이밀__02/VV 었/EP 다/EF
423,화엄사/NNP (으)로/JKB_DIR 향하/VV 았/EP 다/EF
424,책꽂이/NNG 의/JKG 책__01/NNG 이/JKS 모조리/MAG 방바닥/NNG (으)로/JKB_DIR 쏟아지/VV 었/EP 다/EF
425,그/NP 는/JX 창문/NNG (으)로/JKB_DIR 기웃이/MAG 한길__01/NNG 가__01/NNG 를/JKO 내려다보/VV 았/EP 다/EF
426,카이주아/NNP (으)로/JKB_DIR 가/VV 는/ETM 이번__01/NNG 목적__03/NNG 은/JX 무엇/NP 이/VCP 지/EF
427,생각__01/NNG 이/JKS 즉시/NNG 에/JKB 머릿속/NNG (으)로/JKB_DIR 들어오/VV 았/EP 다/EF
428,그녀/NP 가/JKS 그/MM 골목__01/NNG (으)로/JKB_DIR 나서/VV 었/EP 다/EF
429,그/MM 남자__02/NNG 도/JX 성진/NNP 에게/JKB (으)로/JKB_DIR 다가서/VV 었/EP 다/EF
430,궁리__02/NNG 끝/NNG 에/JKB 건물__03/NNG 밖/NNG (으)로/JKB_DIR 나가/VV 았/EP 다/EF
431,백통테/NNG 안경__03/NNG 은/JX 어떤/MM 여관__03/NNG (으)로/JKB_DIR 쑥/MAG 들어가__01/VV 았/EP 다/EF
432,그리고/MAJ 얼마/NNG 후__08/NNG 우리/NP 는/JX 다시/MAG 모래__01/NNG 위__01/NNG (으)로/JKB_DIR 올라오/VV 았/EP 어/EF
433,현우/NNP 는/JX 간신히/MAG 읍내/NNG 복판/NNG (으)로/JKB_DIR 잡아들/VV 었/EP 다/EF
434,그리고/MAJ 는/JX 다시/MAG 침실/NNG (으)로/JKB_DIR 들어오/VV 았/EP 습니다/EF
435,백화점/NNG (으)로/JKB_DIR 들어가__01/VV 았/EP 다/EF
436,그리고/MAJ 또/MAG 어디/NP (으)로/JKB_DIR 이/VCP ᆫ지/EC 가/VV 아/EC 버리/VX 었/EP 다/EF
437,녀석/NNB 은/JX 맥없이__01/MAG 옆/NNG (으)로/JKB_DIR 쓰러지/VV 었/EP 다/EF
438,나/NP 는/JX 세면실/NNG (으)로/JKB_DIR 들어가__01/VV 았/EP 다/EF
439,나/NP 는/JX 서서히/MAG 발걸음/NNG 을/JKO 선착장/NNG 쪽__05/NNB (으)로/JKB_DIR 옮기/VV 었/EP 다/EF
440,이르/NNP 요론트/NNP 부족__05/NNG 에게/JKB (으)로/JKB_DIR 다시/MAG 돌아가/VV 아/EC 보/VX 자/EF
441,네/IC 지금__03/MAG 막__01/MAG 굴__04/NNG 속__01/NNG (으)로/JKB_DIR 들어가__01/VV 고/EC 계시/VX ᄇ니다/EF
442,나/NP 는/JX 집__01/NNG (으)로/JKB_DIR 달려가/VV 았/EP 어/EF
443,개구리/NNG 가/JKS 뒤__01/NNG (으)로/JKB_DIR 몸__01/NNG 을/JKO 빼__01/VV 었/EP 다/EF
444,그/MM 애__02/NNG 들/XSN 이/JKS 다시/MAG 그곳/NP (으)로/JKB_DIR 몰려가/VV 았/EP 으니까/EF
445,나/NP 는/JX 갈마/NNP 역__14/NNG 에서/JKB 명사십리/NNP (으)로/JKB_DIR 가/VV 았/EP 다/EF
446,어디/NP (으)로/JKB_DIR 가/VV 는/ETM 기__88/NNG 이/VCP ᆫ고/EF
447,우리/NP 는/JX 오늘/NNG 이모__02/NNG 집__01/NNG (으)로/JKB_DIR 꼭__03/MAG 가/VV 아야/EC 하/VX ᄇ니다/EF
448,형기/NNP 아버지/NNG 가/JKS 바다/NNG (으)로/JKB_DIR 뛰어들/VV ᆫ/ETM 날__01/NNG
449,그래서/MAJ 다시/MAG 사무실/NNG (으)로/JKB_DIR 내려가/VV 았/EP 지요/EF
450,그/NP 는/JX 다시/MAG 침묵/NNG 속__01/NNG (으)로/JKB_DIR 빠지__02/VV 어/EC 들/VX 어/EC 가/VX 았/EP 다/EF
451,(으)로/JKB_DIR 좀/MAG 오/VV 아/EC 주/VX 어요/EF
452,서울랜드/NNP 하늘/NNG (으)로/JKB_DIR 날아오르/VV 던/ETM 주혜/NNP 의/JKG 풍선__02/NNG
453,밤바다/NNG 위__01/NNG (으)로/JKB_DIR 피어오르/VV 는/ETM 안개/NNG
454,덕적도/NNP (으)로/JKB_DIR 향하/VV 았/EP 다/EF
455,다비/NNP 가/JKS 다시/MAG 머리__01/NNG 위__01/NNG (으)로/JKB_DIR 잔__03/NNG 을/JKO 흔들/VV 었/EP 다/EF
456,그/NP 는/JX 운용/NNG 을/JKO 정면__01/NNG (으)로/JKB_DIR 보__01/VV 지/EC 못하/VX 았/EP 다/EF
457,그새/NNG 한/MM 병__05/NNG 이/JKS 나/NP 의/JKG 가슴__01/NNG 속__01/NNG (으)로/JKB_DIR 사라지/VV 었/EP 다/EF
458,이제__01/NNG 는/JX 그만/MAG 우리/NP 안__01/NNG (으)로/JKB_DIR 들어오/VV 지/EC 않/VX 을래요/EF
459,중/NNG 2/SN 엑스포/NNG (으)로/JKB_DIR 극기__01/NNG 훈련/NNG 가/VV ᄆ/ETN
460,(으)로/JKB_DIR 향하/VV 는/ETM 욕망/NNG
461,재영이/NNP 는/JX 학교/NNG (으)로/JKB_DIR 가/VV 는/ETM 것/NNB 이/VCP ᄇ니다/EF
462,동물원/NNG (으)로/JKB_DIR 가/VV 아요/EF
463,사내__01/NNG 는/JX 칼__01/NNG 을/JKO 바싹__01/MAG 목__01/NNG (으)로/JKB_DIR 들이대__02/VV 었/EP 다/EF
464,신철이/NNP 는/JX 밖/NNG (으)로/JKB_DIR 나오/VV 았/EP 다/EF
465,동도/NNP 정현이/NNP 랑/JC 앞/NNG (으)로/JKB_DIR 나가/VV 았/EP 다/EF
466,다시/MAG 조선소__02/NNG (으)로/JKB_DIR 돌아가/VV 겠/EP 다는/ETM 것/NNB 이/VCP ᆫ가/EF
467,앞/NNG (으)로/JKB_DIR 갓/MAG 형__01/NNG 보__01/VV 기/ETN ᆫ/JX 하/VX 았/EP 냐/EF
468,산마루/NNG 께/XSN (으)로/JKB_DIR 올라가/VV 았/EP 다/EF
469,종가__01/NNG 에서/JKB 곧장/MAG 탑골/NNP (으)로/JKB_DIR 들어가__01/VV 았/EP 다/EF
470,새벽__01/NNG 같이/JKB 어디/NP (으)로/JKB_DIR 이/VCP ᆫ가/EC 나가/VV ᆫ다는/ETM 거/NNB 이/VCP 야/EF
471,대체/MAG 어디/NP (으)로/JKB_DIR 먼저/MAG 가/VV ᆫ다는/ETM 것/NNB 이/VCP ᆯ까/EF
472,당장__02/NNG 밖/NNG (으)로/JKB_DIR 나오/VV 아라/EF
473,서울/NNP (으)로/JKB_DIR 돌아오/VV ᆫ다/EF
474,어머니/NNG 는/JX 문간채/NNG (으)로/JKB_DIR 종종걸음/NNG 을/JKO 치__02/VV 었/EP 다/EF
475,길거리/NNG (으)로/JKB_DIR 나오/VV 아야/EC 하/VX ᆫ다/EF
476,그쪽/NP (으)로/JKB_DIR 는/JX 못/MAG 들어가__01/VV 시/EP 어요/EF
477,어서/MAG 집__01/NNG (으)로/JKB_DIR 돌아가/VV ᄇ시다/EF
478,나/NP 는/JX 정면__01/NNG (으)로/JKB_DIR 그/NP 를/JKO 노려보/VV 았/EP 다/EF
479,빈집/NNG (으)로/JKB_DIR 혼자__01/NNG 돌아오/VV 았/EP 다/EF
480,석순이/NNP 는/JX 병철이/NNP 에게/JKB (으)로/JKB_DIR 다가가/VV 았/EP 습니다/EF
481,어디/NP (으)로/JKB_DIR 심부름/NNG 을/JKO 가/VV 아/EF
482,틀림없이/MAG 부또보/NNP (으)로/JKB_DIR 가/VV 는/ETM 버스__02/NNG 이/VCP 었/EP 다/EF
483,그/NP 는/JX 땅바닥/NNG (으)로/JKB_DIR 눈길__01/NNG 을/JKO 박/VV 았/EP 다/EF
484,워어리/NNP 의/JKG 머리__01/NNG 가/JKS 휙/MAG 마루__03/NNG 밑__01/NNG (으)로/JKB_DIR 사라지/VV 었/EP 다/EF
485,두/MM 사람/NNG 은/JX 엘리베이터/NNG 안__01/NNG (으)로/JKB_DIR 들어가__01/VV 았/EP 다/EF
486,지원/NNP 이/JKS 대답/NNG 하/XSV 고/EC 종애/NNP 는/JX 수화기/NNG 뒤편/NNG (으)로/JKB_DIR 숨__01/VV 는다/EF
487,아저씨/NNG 는/JX 담배/NNG 연기__09/NNG 를/JKO 공중__03/NNG (으)로/JKB_DIR 후욱/MAG 뿜/VV 어/EC 내/VX 었/EP 습니다/EF
488,꿈__01/NNG 속__01/NNG 에서/JKB 나/NP 는/JX 어둠/NNG 속__01/NNG (으)로/JKB_DIR 들어가__01/VV 고/EC 있/VX 었/EP 다/EF
489,품/NNP 아/JKV 우리/NP ᆫ/JX 미국/NNP (으)로/JKB_DIR 이민__03/NNG 을/JKO 가/VV ᆫ대/EF
490,아주머니/NNG 가/JKS 탁자__01/NNG 위__01/NNG (으)로/JKB_DIR 손가락/NNG 질/XSN 을/JKO 하/VV 았/EP 습니다/EF
491,이제/MAG 집__01/NNG (으)로/JKB_DIR 가/VV ᆯ/ETM 것/NNB 이/VCP 었/EP 다/EF
492,김영삼/NNP 총재__03/NNG 조차/JX 안__01/NNG (으)로/JKB_DIR 들어가__01/VV 지/EC 못하/VX 았/EP 다/EF
493,그럼/MAJ 너/NP ᆫ/JX 뒷문/NNG (으)로/JKB_DIR 가/VV 아/EF
494,그/NP 는/JX 대답/NNG 대신__03/NNG 뒤뜰/NNG 창고__01/NNG 쪽__05/NNB (으)로/JKB_DIR 시선__03/NNG 을/JKO 보내/VV ᆫ다/EF
495,그리고/MAJ 연출__02/NNG 은/JX 슬그머니/MAG 무대__06/NNG 밖/NNG (으)로/JKB_DIR 나가/VV 았/EP 다/EF
496,동남아시아/NNP (으)로/JKB_DIR 가/VV ᆯ까/EF
497,언니/NNG 와/JKB 함께/MAG 아버지/NNG 에게/JKB (으)로/JKB_DIR 가/VV 았/EP 다/EF
498,2/SN 주__26/NNB 후__08/NNG 에/JKB 에티오피아/NNP (으)로/JKB_DIR 떠나/VV 요/EF
499,나/NP 는/JX 그녀/NP 를/JKO 부축__01/NNG 하/XSV 아/EC 플랫폼/NNG (으)로/JKB_DIR 나오/VV 았/EP 다/EF
500,물__01/NNG 은/JX 안쪽/NNG 에서/JKB 바깥쪽/NNG (으)로/JKB_DIR 천천히/MAG 여러/MM 번/NNB 붓__02/VV 어/EC 주/VX ᆫ다/EF
501,몇/NR 걸음/NNG 앞/NNG (으)로/JKB_DIR 내디디/VV 었/EP 습니다/EF
502,현석/NNP 아/JKV 지금__03/MAG 당장__02/NNG 장호서/NNP (으)로/JKB_DIR 가/VV 아서/EC 자수__06/NNG 하/XSV 자/EF
503,그리고/MAJ 는/JX 앞/NNG (으)로/JKB_DIR 고꾸라지/VV 었/EP 습니다/EF
504,이내/MAG 덜컹__02/MAG 앞/NNG (으)로/JKB_DIR 굴러가/VV 기/ETN 시작__01/NNG 하/XSV 았/EP 다/EF
505,27/SN 일/NNB 서울/NNP (으)로/JKB_DIR 올라오/VV ᆯ/ETM 예정__02/NNG
506,이쪽/NP (으)로/JKB_DIR 오/VV 시/EP 죠/EF
507,그러더니/MAJ 해변/NNG 쪽__05/NNB (으)로/JKB_DIR 걸어가/VV 았/EP 어요/EF
508,그리고/MAJ 집__01/NNG (으)로/JKB_DIR 돌아오/VV 라/EF
509,큰길/NNG (으)로/JKB_DIR 나가/VV 았/EP 습니다/EF
510,이쪽/NP (으)로/JKB_DIR 나오/VV 시/EP 겠/EP 어요/EF
511,논밭/NNG (으)로/JKB_DIR 들어가__01/VV 는/ETM 것/NNB 이/JKC 아니/VCN 었/EP 어/EF
512,어디/NP (으)로/JKB_DIR 가/VV 아야/EC 허/VX 는/ETM 것/NNB 이/VCP 요/EF
513,춘기/NNP 는/JX 천천히/MAG 김/NNP 형사__02/NNG 쪽__05/NNB (으)로/JKB_DIR 걸어가/VV 았/EP 다/EF
514,지금__03/MAG 당장__02/NNG 유고/NNP 의/JKG 사라예보/NNP (으)로/JKB_DIR 들어가__01/VV 라는/ETM 거/NNB 이/VCP 야/EF
515,자__99/NNB 세월__02/NNG 의/JKG 필름/NNG 을/JKO 좀/MAG 뒤__01/NNG (으)로/JKB_DIR 돌리__04/VV 어/EC 보/VX 자/EF
516,그/NP 는/JX 훌쩍/MAG 밖/NNG (으)로/JKB_DIR 나가/VV 았/EP 다/EF
517,꼬리__01/NNG 는/JX 보통/NNG 위__01/NNG (으)로/JKB_DIR 굽히/VV ᆫ다/EF
518,그/NP 의/JKG 손__01/NNG 하나/NR 가/JKS 그녀/NP 의/JKG 가슴__01/NNG (으)로/JKB_DIR 다가오/VV 았/EP 다/EF
519,나/NP 는/JX 성큼성큼/MAG 그/NP 의/JKG 앞/NNG (으)로/JKB_DIR 다가가/VV 았/EP 다/EF
520,다시/MAG 한번/NNG 그/NP 들/XSN 은/JX 자신__01/NNG 들/XSN 의/JKG 은신처/NNG (으)로/JKB_DIR 돌아가/VV 았/EP 다/EF
521,달__05/NNG 은/JX 조금__01/NNG 씩/XSN 서편__01/NNG (으)로/JKB_DIR 기울/VV 고/EC 있/VX 다/EF
522,마을__01/NNG 밖/NNG (으)로/JKB_DIR 나가/VV 는/ETM 길__01/NNG 은/JX 하나/NR
523,아내__01/NNG 가/JKS 침대__02/NNG 쪽__05/NNB (으)로/JKB_DIR 끌/VV 었/EP 다/EF
524,그/NP 들/XSN 은/JX 식물원/NNG 옆/NNG 카페/NNG (으)로/JKB_DIR 향하/VV 았/EP 다/EF
525,눈__01/NNG 을/JKO 밖/NNG 에서/JKB 안__01/NNG (으)로/JKB_DIR 돌리__04/VV 자/EF
526,그/NP 들/XSN 은/JX 꼬마/NNG 강/NNP 네/XSN 집__01/NNG (으)로/JKB_DIR 들어서/VV ᆫ다/EF
527,예리/NNP 는/JX 세희/NNP 쪽__05/NNB (으)로/JKB_DIR 돌아눕/VV 었/EP 다/EF
528,야/IC 이쪽/NP (으)로/JKB_DIR 오/VV 아/EF
529,덕호/NNP 는/JX 순사__02/NNG 와/JKB 같이/MAG 그/NP 의/JKG 집__01/NNG (으)로/JKB_DIR 들어가__01/VV ᆫ다/EF
530,학교/NNG 옆/NNG (으)로/JKB_DIR 신천/NNP 냇물/NNG 이/JKS 흐르__01/VV 었/EP 다/EF
531,는/JX 밖/NNG (으)로/JKB_DIR 뛰어나가/VV 았/EP 다/EF
532,나/NP 는/JX 붕어뚜룩/NNG (으)로/JKB_DIR 달려가/VV 았/EP 다/EF
533,수창이/NNP 는/JX 곧장/MAG 작업장/NNG (으)로/JKB_DIR 가/VV ᆫ다/EF
534,둑__01/NNG 위__01/NNG (으)로/JKB_DIR 올라서/VV 었/EP 다/EF
535,나/NP 는/JX 액자__01/NNG 앞/NNG (으)로/JKB_DIR 다가가/VV 았/EP 다/EF
536,안__01/NNG (으)로/JKB_DIR 들어가__01/VV 았/EP 다/EF
537,윤주/NNP 는/JX 그대로/MAG 침대__02/NNG 위__01/NNG (으)로/JKB_DIR 쓰러지/VV 었/EP 다/EF
538,재영이/NNP 는/JX 은행나무/NNG 아래__01/NNG (으)로/JKB_DIR 가/VV ᄇ니다/EF
539,전__07/MM 출입/NNG 기자__05/NNG 는/JX 즉각/MAG 회견장/NNG (으)로/JKB_DIR 모이/VV ᆯ/ETM 것/NNB
540,그/NP 는/JX 화장실/NNG (으)로/JKB_DIR 돌아오/VV 아/EC 감탄/NNG 하/XSV 았/EP 다/EF
541,아냐/IC 나/NP ᆫ/JX 포항/NNP (으)로/JKB_DIR 가/VV 아야/EC 하/VX 아/EC
542,그/MM 때__01/NNG 앞/NNG (으)로/JKB_DIR 도망치/VV 던/ETM 품이/NNP 는/JX 그만/MAG 휘청/MAG 하/XSV 았/EP 습니다/EF
543,당장/MAG 청와대/NNP (으)로/JKB_DIR 가/VV 자/EF
544,제/NP 가/JKS 서울/NNP (으)로/JKB_DIR 뜨__03/VV 면/EC 그만/MAG 이/VCP 에요/EF
545,사내__01/NNG 가/JKS 상희/NNP 쪽__05/NNB (으)로/JKB_DIR 몸__01/NNG 을/JKO 돌리__04/VV 었/EP 다/EF
546,그/NP 는/JX 주방__05/NNG (으)로/JKB_DIR 걸어가/VV 았/EP 다/EF
547,대왕/NNG 자신__01/NNG 의/JKG 몸__01/NNG 을/JKO 강__01/NNG (으)로/JKB_DIR 날리__02/VV ᆫ/ETM 것/NNB 이/VCP 었/EP 다/EF
548,어쨌든/MAG 우리/NP 어디/NP (으)로/JKB_DIR 가/VV 세/EF
549,그/NP 는/JX 선창__06/NNG 쪽__05/NNB (으)로/JKB_DIR 걸어가/VV 았/EP 다/EF
550,그/NP 가/JKS 천천히/MAG 하체__02/NNG 를/JKO 앞/NNG (으)로/JKB_DIR 내밀/VV 었/EP 다/EF
551,소나무/NNG 그늘/NNG 로부터/JKB 진봉이/NNP 가/JKS 달빛/NNG 속__01/NNG (으)로/JKB_DIR 성큼/MAG 나서/VV 었/EP 다/EF
552,하지만/MAJ 어찌/MAG 하/XSV 았/EP 건/EC 나/NP 는/JX 너/NP 에게/JKB (으)로/JKB_DIR 돌아오/VV 았/EP 다/EF
553,이윽고/MAG 비행기/NNG 는/JX 구름__01/NNG 밑__01/NNG (으)로/JKB_DIR 내려가/VV 았/EP 다/EF
554,나/NP 는/JX 곧/MAG 서점__03/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
555,길__01/NNG 의/JKG 끝/NNG 이/JKS 슬몃/MAG 산자락/NNG (으)로/JKB_DIR 숨어들/VV 고/EC 있/VX 었/EP 다/EF
556,이승범/NNP 씨/NNB 는/JX 나/NP 를/JKO 아래위/NNG (으)로/JKB_DIR 거들떠보/VV 았/EP 다/EF
557,도대체/MAG 이__05/MM 인사__01/NNG 가/JKS 어디/NP (으)로/JKB_DIR 가/VV ᆫ/ETM 거/NNB 이/VCP 야/EF
558,거기/NP (으)로/JKB_DIR 가/VV ᆯ까/EF
559,옥점이/NNP 는/JX 냉큼/MAG 안방__02/NNG (으)로/JKB_DIR 건너가/VV ᆫ다/EF
560,우리/NP 는/JX 대사관/NNG 인근/NNG (으)로/JKB_DIR 초저녁/NNG 산책/NNG 을/JKO 나가/VV 았/EP 다/EF
561,어머니/NNG 집__01/NNG (으)로/JKB_DIR 가/VV 아/EF
562,아버지/NNG 아제/NNG 나/NP 는/JX 어디/NP (으)로/JKB_DIR 가/VV 아야/EC 하/VX 아/EF
563,침대__02/NNG 에서/JKB 침대__02/NNG (으)로/JKB_DIR 점프/NNG 를/JKO 하/VV 아/EC 보/VX 기/ETN 도/JX 하/VX ᆫ다/EF
564,일방__01/NNG 적/XSN (으)로/JKB_DIR 약혼/NNG 을/JKO 깨__02/VV ᆫ/ETM 것/NNB ᆫ/JX 쉴라/NNP 이/VCP 니까/EF
565,여자__02/NNG 가/JKS 옆/NNG (으)로/JKB_DIR 비켜서/VV 며/EC 말__01/NNG 하/XSV 았/EP 다/EF
566,건장/NNG 하/XSA ᆫ/ETM 사내__01/NNG 둘/NR 이/JKS 먼저/MAG 대문__03/NNG 안__01/NNG (으)로/JKB_DIR 들어오/VV 았/EP 다/EF
567,밖/NNG (으)로/JKB_DIR 나가/VV 아/EC 보/VX 자/EF
568,아버지/NNG 는/JX 얼른/MAG 복도__04/NNG (으)로/JKB_DIR 내려서/VV 었/EP 다/EF
569,마침내/MAG 그/MM 여자__02/NNG 는/JX 신철/NNP 의/JKG 앞/NNG (으)로/JKB_DIR 다가오/VV 았/EP 다/EF
570,태성이/NNP 와/JC 원장__07/NNG 님/XSN 은/JX 버스__02/NNG 정류장/NNG (으)로/JKB_DIR 가/VV 았/EP 습니다/EF
571,압구정동/NNP (으)로/JKB_DIR 가/VV 자/EF
572,시내__03/NNG 버스__02/NNG 이/VCP 니까/EC 시내__03/NNG (으)로/JKB_DIR 가/VV 겠/EP 지/EC 뭐/IC
573,건석/NNP 은/JX 아예/MAG 얼굴/NNG 을/JKO 창밖/NNG (으)로/JKB_DIR 내밀/VV 었/EP 다/EF
574,목사__05/NNG 님/XSN 어디/NP (으)로/JKB_DIR 가/VV 시/EP ᆯ/ETM 것/NNB 이/VCP ᄇ니까/EF
575,그/NP 의/JKG 모습__01/NNG 이/JKS 불길/NNG 속__01/NNG (으)로/JKB_DIR 사라지/VV 고/EC 있/VX 었/EP 다/EF
576,그녀/NP 가/JKS 나/NP 를/JKO 위아래/NNG (으)로/JKB_DIR 훑어보/VV 더니/EC 말__01/NNG 하/XSV 았/EP 다/EF
577,슬쩍/MAG 서점가/NNG (으)로/JKB_DIR 눈__01/NNG 을/JKO 돌/VV 려/EC 보/VX ᆯ까요/EF
578,청년/NNG 이/JKS 여인__01/NNG 의/JKG 앞/NNG (으)로/JKB_DIR 다가가/VV 았/EP 다/EF
579,어디/NP (으)로/JKB_DIR 이/VCP ᆫ가/EC 한없이/MAG 부풀/VV 고/EC 싶/VX 은/ETM 바람__01/NNG 이/JKS
580,나/NP 는/JX 다시/MAG 상여__01/NNG 뒤쪽__01/NNG (으)로/JKB_DIR 눈__01/NNG 을/JKO 돌리__04/VV 었/EP 다/EF
581,지금__03/NNG 부터/JX 이__05/MM 약과/NNG 를/JKO 안전__03/NNG 하/XSA ᆫ/ETM 곳__01/NNG (으)로/JKB_DIR 나르__01/VV ᆫ다/EF
582,집__01/NNG (으)로/JKB_DIR 가/VV 고/EC 싶/VX 다/EF
583,그리고/MAJ 는/JX 곧장/MAG 1/SN 층__02/NNG 카운터__01/NNG (으)로/JKB_DIR 내려가/VV 았/EP 다/EF
584,또/MAG 전화__07/NNG 가/JKS 오/VV 면/EC 우리/NP 집__01/NNG (으)로/JKB_DIR 연락__02/NNG 하/XSV ᆫ다/EF
585,유/NNP 간사__06/NNG 는/JX 205/SN 호실__01/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
586,부안군/NNP 하서면/NNP 에서/JKB 변산/NNP 쪽__05/NNB (으)로/JKB_DIR 736/SN 번/NNB 지방도/NNG 를/JKO 타__02/VV ᆫ다/EF
587,플랫폼/NNG (으)로/JKB_DIR 기차__01/NNG 가/JKS 들어오/VV 았/EP 다/EF
588,십장/NNG 의/JKG 호통__01/NNG 소리__01/NNG 에/JKB 신철이/NNP 는/JX 앞/NNG (으)로/JKB_DIR 나가/VV 았/EP 다/EF
589,비/XPN 무장__06/NNG 지대__07/NNG (으)로/JKB_DIR 향하/VV 는/ETM 길__01/NNG 이/VCP 다/EF
590,천천히/MAG 집__01/NNG 뒤__01/NNG (으)로/JKB_DIR 돌아가/VV 았/EP 다/EF
591,외할아버지/NNG 댁/NNG (으)로/JKB_DIR 가/VV 는/ETM 듯/NNB 하/XSA 았/EP 소/EF
592,집__01/NNG (으)로/JKB_DIR 돌아오/VV 는/ETM 길__01/NNG 에/JKB 도/JX 아이__01/NNG 는/JX 계속/MAG 깡충깡충/MAG
593,아버지/NNG 는/JX 그/MM 즉시/NNG 강릉/NNP 의/JKG 나/NP 의/JKG 하숙집/NNG (으)로/JKB_DIR 달려오/VV 았/EP 다/EF
594,버스__02/NNG 정류장/NNG 쪽__05/NNB (으)로/JKB_DIR 걸어가/VV 면서/EC 해숙이/NNP 가/JKS 말__01/NNG 하/XSV 았/EP 다/EF
595,나/NP 는/JX 그/MM 안개/NNG 속__01/NNG (으)로/JKB_DIR 허겁지겁/MAG 뛰어들/VV 었/EP 다/EF
596,이번__01/NNG 에/JKB 는/JX 축산/NNG 쪽/NNB (으)로/JKB_DIR 눈__01/NNG 을/JKO 돌리__04/VV 어/EC 보/VX ᆫ다/EF
597,새롬이/NNP 는/JX 창문/NNG 밖/NNG (으)로/JKB_DIR 상체__01/NNG 를/JKO 내밀/VV 었/EP 다/EF
598,효순/NNP 의/JKG 할머니/NNG 가/JKS 다시/MAG 앞/NNG (으)로/JKB_DIR 나서/VV 었/EP 다/EF
599,그녀/NP 는/JX 그/NP 의/JKG 티셔츠/NNG 위__01/NNG (으)로/JKB_DIR 입술/NNG 을/JKO 미끄러뜨리/VV 었/EP 다/EF
600,팔랑개비/NNG 처럼/JKB 개구리/NNG 는/JX 뒤__01/NNG (으)로/JKB_DIR 자빠지/VV 었/EP 다/EF
